Castanheira de Pêra,3331
Arco da Calheta,3241
Carvoeiro,2784
Porto Moniz,2762
Alter do Chão,2600
Sagres,1939
Vilamoura,1900
Curral das Freiras,1673
Estreito da Calheta,1630
Calheta,1618
Furnas,1599
Biscoitos,1425
Porto Covo,1400
Fajã da Ovelha,1016
