Durango,28229
Culleredo,28227
Coria del Río,28100
Sant Vicenç dels Horts,27701
Almuñécar,27696
Sitges,27668
Ribeira,27518
Eibar,27419
Premià de Mar,27399
Novelda,27135
Catarroja,27035
Amés,26983
Martorell,26681
Benicarló,26655
Salou,26649
Villarrobledo,26642
Níjar,26516
el Campello,26511
Villaviciosa de Odón,26475
Lebrija,26434
Caravaca,26415
Sant Andreu de la Barca,26401
Pineda de Mar,26203
Camas,26015
Marín,25969
Lepe,25886
Villanueva de la Serena,25838
Almozara,25767
Cangas,25748
Almansa,25727
Onda,25691
Jumilla,25685
Quart de Poblet,25499
Valls,25092
Santa Perpètua de Mogoda,25048
Almassora,24963
Iturrama,24846
Calahorra,24787
Martos,24655
Alpujarra Granadina,24558
Gáldar,24405
Adra,24373
Candelaria,24319
Calafell,24265
Erandio,24262
Cullera,24121
Ibi,24113
Molins de Rei,24067
Icod de los Vinos,24024
Montilla,23840
Altea,23780
San Pedro del Pinatar,23738
Tacoronte,23562
Paiporta,23519
Priego de Córdoba,23513
Baza,23359
Alhaurín el Grande,23319
Olesa de Montserrat,23301
Cambre,23231
Ponteareas,23172
Castellar del Vallès,23002
Barbate de Franco,22912
Castrillón,22894
Vícar,22853
Alcalá la Real,22783
Tomares,22772
Llíria,22706
Zarautz,22627
Primer Ensanche,22538
Segundo Ensanche,22538
Muchamiel,22510
Mejorada del Campo,22488
Alboraya,22405
Palafrugell,22365
Los Barrios,22311
El Masnou,22288
Sant Josep de sa Talaia,22171
Ciempozuelos,22132
Barañáin,22110
Arrasate,22064
Pilar de la Horadada,22050
La Oliva,21996
Sant Feliu de Guíxols,21977
San Juan de Alicante,21939
Calatayud,21933
Moncada,21900
A Estrada,21880
Coín,21866
Esparreguera,21855
Sant Antoni de Portmany,21852
Nerja,21811
Almonte,21782
Torrelodones,21781
Laguna de Duero,21762
Carcaixent,21735
Mogán,21690
Palma del Río,21588
Navalcarnero,21584
Loja,21574
Medina del Campo,21540
Armilla,21380
Cabra,21352
Isla Cristina,21324
Cártama,21313
Requena,21278
Illescas,21264
Lalín,21254
Amposta,21240
Las Torres de Cotillas,21062
l'Alfàs del Pi,21011
Conil de la Frontera,20984
Baena,20915
Vila-seca,20866
Alfafar,20853
Pájara,20821
Maracena,20815
San Juan de Aznalfarache,20779
Los Llanos de Aridane,20766
Bétera,20740
Manlleu,20647
Guía de Isora,20536
Rojales,20510
Mairena del Alcor,20510
Ribarroja,20468
La Pobla de Vallbona,20431
Guadix,20395
Ayamonte,20334
Algete,20204
Roses,20197
Aspe,20180
Figueras,20000
Montecanal,20000
Alhama de Murcia,19860
Tías,19849
Picassent,19786
Marchena,19768
Moguer,19569
Monforte de Lemos,19546
Vilassar de Mar,19482
Teguise,19418
Lora del Río,19352
Hernani,19289
El Arahal,19248
Manzanares,19186
Santa Brígida,19154
Almoradí,19147
Benavente,19119
Alcúdia,19071
Puçol,19018
Moaña,19014
Silla,18979
Boiro,18883
Bailén,18785
Calella,18627
Bormujos,18590
Chipiona,18583
Daimiel,18527
Malgrat de Mar,18472
Sant Quirze del Vallès,18462
El Viso del Alcor,18351
Banyoles,18327
Llodio,18314
Felanitx,18270
San Martín de la Vega,18256
Archena,18202
Tavernes de la Valldigna,18195
Burlata,18178
Palamós,18161
Benicàssim,18098
Humanes de Madrid,18098
Tolosa,18044
Nigrán,18021
Aljaraque,17960
Callosa de Segura,17924
Cartaya,17905
San Lorenzo de El Escorial,17889
la Nucia,17874
Osuna,17851
Amorebieta-Etxano,17842
Oria,17842
Teo,17807
Zubia,17803
Tarifa,17793
Lasarte,17782
La Unión,17737
Utebo,17677
Pozoblanco,17669
Güimar,17662
Huércal-Overa,17645
Parets del Vallès,17632
Porriño,17475
El Astillero,17360
Ejea de los Caballeros,17331
Sanxenxo,17315
Vilaseca,17305
La Pineda,17305
Tui,17262
Pollença,17260
Navalmoral de la Mata,17228
Ermitagaña,17163
Berga,17160
Playa del Ingles,17158
Castilleja de la Cuesta,17150
Albolote,17089
Santa Cruz de la Palma,17084
Monzón,17042
Villaquilambre,17013
Ubrique,16979
Mula,16941
Bermeo,16937
Barbastro,16924
Torrox,16890
Caldes de Montbui,16885
Sant Celoni,16860
Villanueva de la Cañada,16804
Balaguer,16779
Cardedeu,16596
L'Eliana,16552
Tàrrega,16539
La Solana,16511
Las Cabezas de San Juan,16464
